ID,型号,价格,能源类型,车辆级别,驱动方式,马力(Ps),电池容量(kWh),百公里能耗,续航里程
5343,问界M5 2024款 增程Max RS 四驱高阶智驾版,27.98万,增程式,中型SUV,双电机四驱,496Ps,42,N/A,230km
5343,问界M5 2024款 纯电Max 后驱高阶智驾版,26.98万,纯电动,中型SUV,后置后驱,272Ps,83,N/A,602km
5356,Polestar 3 2024款 双电机长续航,69.8万,纯电动,中大型SUV,双电机四驱,489Ps,111,N/A,N/A
5356,Polestar 3 2024款 双电机高性能,79.8万,纯电动,中大型SUV,双电机四驱,517Ps,111,N/A,N/A
5358,IQ锐歌 2024款 后驱标准续航豪华版,29.77万,纯电动,中大型SUV,后置后驱,340Ps,68.4,N/A,502km
5358,IQ锐歌 2022款 后驱长续航豪华版,37.97万,纯电动,中大型SUV,后置后驱,347Ps,95.7,N/A,653km
5358,IQ锐歌 2022款 后驱长续航尊贵版,39.97万,纯电动,中大型SUV,后置后驱,347Ps,95.7,N/A,653km
5358,IQ锐歌 2022款 四驱高性能尊贵版,41.97万,纯电动,中大型SUV,双电机四驱,510Ps,95.7,N/A,608km
5364,奥迪Q6 2024款 45TFSI quattro RS 套件竞速版 飞骑套装 7座,52.06万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 45TFSI quattro 逐云版 飞骑套装 7座,52.46万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 45TFSI quattro 逐云版 飞骑套装 6座,55.46万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 40TFSI quattro 观云型 羽林套装 7座,46.76万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 40TFSI quattro 观云型 羽林套装 6座,48.76万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 40TFSI quattro 观云型 飞骑套装 7座,47.56万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 40TFSI quattro 观云型 飞骑套装 6座,49.56万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 45TFSI quattro 齐云型 羽林套装 7座,49.76万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 45TFSI quattro 齐云型 羽林套装 6座,52.76万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 45TFSI quattro 齐云型 飞骑套装 7座,50.56万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 45TFSI quattro 齐云型 飞骑套装 6座,53.56万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 50TFSI quattro 行云型 羽林套装 6座,55.86万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 50TFSI quattro 行云型 飞骑套装 6座,56.66万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 45TFSI quattro 黑武士版 飞骑套装 7座,55.51万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 45TFSI quattro 黑武士版 飞骑套装 6座,56.61万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 45TFSI quattro 影武士版 飞骑套装 7座,56.01万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 45TFSI quattro 影武士版 飞骑套装 6座,57.11万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 50TFSI quattro 黑武士版 飞骑套装 6座,61.06万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5364,奥迪Q6 2024款 50TFSI quattro 影武士版 飞骑套装 6座,61.56万,汽油,中大型SUV,N/A,N/A,N/A,N/A,N/A
5367,炫界Pro EV 2023款 401km 网约版,11.99万,纯电动,紧凑型SUV,前驱,163Ps,53.6,N/A,401km
5367,炫界Pro EV 2023款 401km 悦享版,15.66万,纯电动,紧凑型SUV,前驱,163Ps,53.6,N/A,401km
5367,炫界Pro EV 2023款 401km 舒享版,16.66万,纯电动,紧凑型SUV,前驱,163Ps,53.6,N/A,401km
5367,炫界Pro EV 2023款 401km 尊享版,17.66万,纯电动,紧凑型SUV,前驱,163Ps,53.6,N/A,401km
5369,锋兰达 2024款 2.0L CVT精英版,12.58万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5369,锋兰达 2024款 2.0L CVT精英版PLUS,12.88万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5369,锋兰达 2024款 2.0L CVT领先版,13.98万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5369,锋兰达 2024款 2.0L CVT领先版PLUS,14.28万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5369,锋兰达 2024款 2.0L CVT豪华版,14.98万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5369,锋兰达 2024款 2.0L CVT运动版,15.98万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5369,锋兰达 2024款 2.0L CVT尊贵版,16.98万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5369,锋兰达 2024款 2.0L 智能电混双擎 领先版,14.98万,油电混合,紧凑型SUV,前驱,113Ps,N/A,N/A,N/A
5369,锋兰达 2024款 2.0L 智能电混双擎 豪华版,15.98万,油电混合,紧凑型SUV,前驱,113Ps,N/A,N/A,N/A
5369,锋兰达 2024款 2.0L 智能电混双擎 运动版,17.18万,油电混合,紧凑型SUV,前驱,113Ps,N/A,N/A,N/A
5369,锋兰达 2024款 2.0L 智能电混双擎 尊贵版,18.48万,油电混合,紧凑型SUV,前驱,113Ps,N/A,N/A,N/A
5382,卡罗拉锐放 2024款 2.0L CVT 先锋版,12.98万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5382,卡罗拉锐放 2024款 2.0L CVT 精英版,13.98万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5382,卡罗拉锐放 2024款 2.0L CVT 豪华版,14.98万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5382,卡罗拉锐放 2024款 2.0L CVT 旗舰版,16.98万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5382,卡罗拉锐放 2024款 2.0L 智能电混双擎 先锋版,13.98万,油电混合,紧凑型SUV,前驱,113Ps,N/A,N/A,N/A
5382,卡罗拉锐放 2024款 2.0L 智能电混双擎 精英版,14.98万,油电混合,紧凑型SUV,前驱,113Ps,N/A,N/A,N/A
5382,卡罗拉锐放 2024款 2.0L 智能电混双擎 豪华版,15.98万,油电混合,紧凑型SUV,前驱,113Ps,N/A,N/A,N/A
5382,卡罗拉锐放 2024款 2.0L 智能电混双擎 旗舰版,18.48万,油电混合,紧凑型SUV,前驱,113Ps,N/A,N/A,N/A
5385,凌宝Uni 2025款 微甜版,3.48万,纯电动,微型车,后置后驱,27Ps,11.52,N/A,121km
5385,凌宝Uni 2023款 香甜版,2.98万,纯电动,微型车,后置后驱,27Ps,11.52,N/A,140km
5385,凌宝Uni 2023款 超甜版(手动座椅),3.98万,纯电动,微型车,后置后驱,27Ps,15.97,N/A,201km
5386,风行游艇 2024款 1.5T DCT观海版,15.69万,汽油,中型MPV,前驱,N/A,N/A,N/A,N/A
5386,风行游艇 2023款 1.5T DCT星空尊享版,13.59万,汽油,中型MPV,前驱,N/A,N/A,N/A,N/A
5386,风行游艇 2023款 1.5T DCT星空旗舰版,15.69万,汽油,中型MPV,前驱,N/A,N/A,N/A,N/A
5386,风行游艇 2022款 1.5T DCT扬帆版,11.99万,汽油,中型MPV,前驱,N/A,N/A,N/A,N/A
5386,风行游艇 2022款 1.5T DCT追风版,13.19万,汽油,中型MPV,前驱,N/A,N/A,N/A,N/A
5386,风行游艇 2022款 1.5T DCT逐浪版,14.19万,汽油,中型MPV,前驱,N/A,N/A,N/A,N/A
5386,风行游艇 2022款 1.5T DCT揽月版,15.49万,汽油,中型MPV,前驱,N/A,N/A,N/A,N/A
5387,本田e:NS1 2022款 e型版,17.5万,纯电动,小型SUV,前驱,182Ps,53.6,N/A,420km
5387,本田e:NS1 2022款 e驰版,18.9万,纯电动,小型SUV,前驱,182Ps,53.6,N/A,420km
5387,本田e:NS1 2022款 e动版,20.7万,纯电动,小型SUV,前驱,204Ps,68.8,N/A,510km
5387,本田e:NS1 2022款 e境版,21.8万,纯电动,小型SUV,前驱,204Ps,68.8,N/A,510km
5388,领睿 2025款 EcoBoost 170 畅领型,12.68万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
5388,领睿 2025款 EcoBoost 170 精领型,13.98万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
5388,领睿 2025款 EcoBoost 170 铂领型,14.38万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
5388,领睿 2025款 EcoBoost 170 尊领型,15.55万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
5388,领睿 2025款 EcoBoost 170 尊领型PLUS,16.55万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
5388,领睿 2023款 EcoBoost 170 畅领型,12.68万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
5388,领睿 2023款 EcoBoost 170 精领型,13.98万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
5388,领睿 2023款 EcoBoost 170 铂领型,14.38万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
5388,领睿 2023款 EcoBoost 170 星河版,14.78万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
5388,领睿 2023款 EcoBoost 170 尊领型,15.55万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
5388,领睿 2023款 EcoBoost 170 尊领型PLUS,16.55万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
5388,领睿 2023款 极境 EcoBoost 170 光影,15.98万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
5388,领睿 2023款 极境 EcoBoost 170 魅影,16.98万,汽油,中型SUV,前驱,N/A,N/A,N/A,N/A
5389,风光MINIEV 2022款 实尚款 实用型,3.26万,纯电动,微型车,后置后驱,34Ps,9.18,N/A,N/A
5389,风光MINIEV 2022款 实尚款 舒适型,3.86万,纯电动,微型车,后置后驱,34Ps,9.18,N/A,N/A
5389,风光MINIEV 2022款 实尚款 豪华型,4.46万,纯电动,微型车,后置后驱,34Ps,13.8,N/A,N/A
5389,风光MINIEV 2022款 糖果款 泡泡糖,3.96万,纯电动,微型车,后置后驱,34Ps,9.18,N/A,120km
5389,风光MINIEV 2022款 糖果款 棒棒糖,4.56万,纯电动,微型车,后置后驱,34Ps,13.8,N/A,180km
5389,风光MINIEV 2022款 糖果款 棉花糖,4.96万,纯电动,微型车,后置后驱,41Ps,16.8,N/A,220km
5389,风光MINIEV 2022款 糖果款 微糖,4.46万,纯电动,微型车,后置后驱,34Ps,9.18,N/A,120km
5389,风光MINIEV 2022款 糖果款 半糖,4.96万,纯电动,微型车,后置后驱,34Ps,13.8,N/A,180km
5389,风光MINIEV 2022款 糖果款 全糖,5.56万,纯电动,微型车,后置后驱,41Ps,16.8,N/A,220km
5389,风光MINIEV 2022款 糖果款 九邀版,5.91万,纯电动,微型车,后置后驱,41Ps,16.8,N/A,220km
5390,风光380 2022款 1.5L 精典型厢车 2座,5.28万,汽油,微面,N/A,N/A,N/A,N/A,N/A
5390,风光380 2022款 1.5L 精典型客车 5座,5.28万,汽油,微面,N/A,N/A,N/A,N/A,N/A
5390,风光380 2022款 1.5L 精典型客车 7座,5.28万,汽油,微面,N/A,N/A,N/A,N/A,N/A
5390,风光380 2022款 1.5L 精典型客车 8座,5.28万,汽油,微面,N/A,N/A,N/A,N/A,N/A
5390,风光380 2022款 1.5L 舒适型客车钢板弹簧 5座,5.68万,汽油,微面,N/A,N/A,N/A,N/A,N/A
5390,风光380 2022款 1.5L 舒适型客车钢板弹簧 7座,5.68万,汽油,微面,N/A,N/A,N/A,N/A,N/A
5390,风光380 2022款 1.5L 舒适型客车钢板弹簧 8座,5.68万,汽油,微面,N/A,N/A,N/A,N/A,N/A
5390,风光380 2022款 1.5L 舒适型客车螺旋簧 5座,5.78万,汽油,微面,N/A,N/A,N/A,N/A,N/A
5390,风光380 2022款 1.5L 舒适型客车螺旋簧 7座,5.78万,汽油,微面,N/A,N/A,N/A,N/A,N/A
5390,风光380 2022款 1.5L 舒适型客车螺旋簧 8座,5.78万,汽油,微面,N/A,N/A,N/A,N/A,N/A
5390,风光380 2022款 1.5L 豪华型客车 5座,6.08万,汽油,微面,N/A,N/A,N/A,N/A,N/A
5390,风光380 2022款 1.5L 豪华型客车 7座,6.08万,汽油,微面,N/A,N/A,N/A,N/A,N/A
5390,风光380 2022款 1.5L 豪华型客车 8座,6.08万,汽油,微面,N/A,N/A,N/A,N/A,N/A
5392,e:NP1 极湃1 2023款 420km 见极版,17.5万,纯电动,小型SUV,前驱,182Ps,53.6,N/A,N/A
5392,e:NP1 极湃1 2023款 420km 进极版,18.9万,纯电动,小型SUV,前驱,182Ps,53.6,N/A,N/A
5392,e:NP1 极湃1 2023款 510km 览极版,20.5万,纯电动,小型SUV,前驱,204Ps,68.8,N/A,N/A
5392,e:NP1 极湃1 2023款 510km 绽极版,21.8万,纯电动,小型SUV,前驱,204Ps,68.8,N/A,N/A
5407,华晨新日i03A 2022款 租赁定制版31.45kWh,11.98万,纯电动,微型车,前驱,61Ps,31.45,N/A,N/A
5407,华晨新日i03A 2022款 网约定制版31.45kWh,12.5万,纯电动,微型车,前驱,61Ps,31.45,N/A,N/A
5407,华晨新日i03A 2021款 31.45kWh,9.88万,纯电动,微型车,前驱,61Ps,31.45,N/A,N/A
5409,蔚来ET5 2024款 75kWh,29.8万,纯电动,中型车,双电机四驱,490Ps,75,N/A,560km
5409,蔚来ET5 2024款 100kWh,35.6万,纯电动,中型车,双电机四驱,490Ps,100,N/A,710km
5416,岚图梦想家 EV 2025款 四驱卓越鲲鹏版,34.99万,纯电动,中大型MPV,双电机四驱,435Ps,108.7,N/A,650km
5416,岚图梦想家 EV 2025款 四驱卓越乾崑版,37.99万,纯电动,中大型MPV,双电机四驱,435Ps,108.7,N/A,650km
5416,岚图梦想家 EV 2025款 四驱尊贵鲲鹏版,37.99万,纯电动,中大型MPV,双电机四驱,435Ps,108.7,N/A,650km
5416,岚图梦想家 EV 2025款 四驱尊贵乾崑版,40.99万,纯电动,中大型MPV,双电机四驱,435Ps,108.7,N/A,650km
5416,岚图梦想家 EV 2025款 四驱旗舰鲲鹏版,41.99万,纯电动,中大型MPV,双电机四驱,435Ps,108.7,N/A,650km
5416,岚图梦想家 EV 2025款 四驱旗舰乾崑版,44.99万,纯电动,中大型MPV,双电机四驱,435Ps,108.7,N/A,650km
5416,岚图梦想家 EV 2024款 长续航卓越版,33.99万,纯电动,中大型MPV,双电机四驱,435Ps,82.11,N/A,510km
5416,岚图梦想家 EV 2024款 长续航尊贵版,36.99万,纯电动,中大型MPV,双电机四驱,435Ps,82.11,N/A,510km
5416,岚图梦想家 EV 2024款 超长续航卓越版,38.99万,纯电动,中大型MPV,双电机四驱,435Ps,108.73,N/A,650km
5416,岚图梦想家 EV 2024款 超长续航尊贵版,41.99万,纯电动,中大型MPV,双电机四驱,435Ps,108.73,N/A,650km
5416,岚图梦想家 EV 2024款 超长续航旗舰版,46.99万,纯电动,中大型MPV,双电机四驱,435Ps,108.73,N/A,650km
5417,红旗H6 2024款 2.0T 致行版,17.98万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
5417,红旗H6 2024款 2.0T 致美版,19.28万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
5417,红旗H6 2024款 2.0T 致逸版,20.58万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
5417,红旗H6 2024款 2.0T 致尚版,21.58万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
5417,红旗H6 2024款 2.0T 致臻版,23.98万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
5418,红旗国耀 2022款 4.0T 6座典雅旗航版,136.58万,汽油,大型SUV,N/A,N/A,N/A,N/A,N/A
5418,红旗国耀 2022款 4.0T 4座尊爵旗舰版,146.58万,汽油,大型SUV,N/A,N/A,N/A,N/A,N/A
5431,高合HiPhi Z 2023款 城市版 5座,51万,纯电动,中大型车,双电机四驱,672Ps,90.18,N/A,535km
5431,高合HiPhi Z 2023款 城市版 4座,53万,纯电动,中大型车,双电机四驱,672Ps,90.18,N/A,535km
5431,高合HiPhi Z 2023款 5座版,61万,纯电动,中大型车,双电机四驱,672Ps,120,N/A,705km
5431,高合HiPhi Z 2023款 4座版,63万,纯电动,中大型车,双电机四驱,672Ps,120,N/A,705km
5438,大通G90 2025款 2.0T 星辉七座版,19.99万,汽油,中大型MPV,前驱,N/A,N/A,N/A,N/A
5438,大通G90 2025款 2.0T 星河七座版,22.99万,48V轻混系统,中大型MPV,前驱,N/A,N/A,N/A,N/A
5438,大通G90 2025款 2.0T 星云七座版,24.99万,48V轻混系统,中大型MPV,前驱,N/A,N/A,N/A,N/A
5438,大通G90 2025款 2.0T 星云六座版,25.99万,48V轻混系统,中大型MPV,前驱,N/A,N/A,N/A,N/A
5438,大通G90 2024款 2.0T 星辉七座版,19.99万,汽油,中大型MPV,前驱,N/A,N/A,N/A,N/A
5438,大通G90 2024款 2.0T 星辰七座版,20.99万,48V轻混系统,中大型MPV,前驱,N/A,N/A,N/A,N/A
5438,大通G90 2024款 2.0T 星河七座版,22.99万,48V轻混系统,中大型MPV,前驱,N/A,N/A,N/A,N/A
5438,大通G90 2024款 2.0T 星河六座版,23.99万,48V轻混系统,中大型MPV,前驱,N/A,N/A,N/A,N/A
5438,大通G90 2024款 2.0T 星云七座版,24.99万,48V轻混系统,中大型MPV,前驱,N/A,N/A,N/A,N/A
5438,大通G90 2024款 2.0T 星云六座版,25.99万,48V轻混系统,中大型MPV,前驱,N/A,N/A,N/A,N/A
5438,大通G90 2024款 2.0T 星汉七座版,26.99万,48V轻混系统,中大型MPV,前驱,N/A,N/A,N/A,N/A
5438,大通G90 2024款 2.0T 星汉六座版,27.99万,48V轻混系统,中大型MPV,前驱,N/A,N/A,N/A,N/A
5438,大通G90 2024款 2.0T 星际七座版,28.99万,48V轻混系统,中大型MPV,前驱,N/A,N/A,N/A,N/A
5438,大通G90 2024款 2.0T 星际六座版,29.99万,48V轻混系统,中大型MPV,前驱,N/A,N/A,N/A,N/A
5438,大通G90 2024款 2.0T 星际旗舰版,32.99万,48V轻混系统,中大型MPV,前驱,N/A,N/A,N/A,N/A
5439,长安欧尚Z6 2023款 蓝鲸 1.5T DCT智享型,9.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5439,长安欧尚Z6 2023款 蓝鲸 1.5T DCT智尊型,10.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5439,长安欧尚Z6 2023款 蓝鲸 1.5T DCT智酷型,11.19万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5439,长安欧尚Z6 2023款 蓝鲸 1.5T DCT智领型,11.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5439,长安欧尚Z6 2023款 蓝鲸 1.5T DCT智领型城市版,11.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5439,长安欧尚Z6 2023款 蓝鲸 1.5T DCT智航型,12.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5439,长安欧尚Z6 2023款 蓝鲸 2.0T 自动智行型,12.79万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5439,长安欧尚Z6 2023款 蓝鲸 2.0T 自动智远型,13.79万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5440,林肯Z 2025款 2.0T 尊悦版,23.58万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
5440,林肯Z 2025款 2.0T 尊尚版,25.48万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
5440,林肯Z 2025款 2.0T 尊逸版,27.98万,汽油,中型车,前驱,N/A,N/A,N/A,N/A
5440,林肯Z 2025款 2.0T 两驱尊尚混动版,27.48万,油电混合,中型车,前驱,190Ps,N/A,N/A,N/A
5440,林肯Z 2025款 2.0T 两驱尊逸混动版,29.98万,油电混合,中型车,前驱,190Ps,N/A,N/A,N/A
5440,林肯Z 2025款 2.0T 骑士特别混动版,30.58万,油电混合,中型车,前驱,190Ps,N/A,N/A,N/A
5440,林肯Z 2025款 2.0T 两驱尊耀混动版,36.58万,油电混合,中型车,前驱,190Ps,N/A,N/A,N/A
5443,魔方 2024款 1.5T DCT 青春版PLUS,10.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5443,魔方 2023款 1.5T DCT 青春版,9.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5443,魔方 2023款 1.5T DCT 黄金版,10.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5443,魔方 2023款 1.5T DCT 铂金版,11.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5443,魔方 2023款 1.5T DCT 钻石版,13.19万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5461,小鹏G9 2025款 625长续航Max,24.88万,纯电动,中大型SUV,后置后驱,351Ps,79,N/A,625km
5461,小鹏G9 2025款 725超长续航Max,25.88万,纯电动,中大型SUV,后置后驱,351Ps,93.1,N/A,725km
5461,小鹏G9 2025款 680超长续航四驱Max,27.88万,纯电动,中大型SUV,双电机四驱,575Ps,93.1,N/A,680km
5468,影酷 2022款 1.5T 超新星Pro版,12.98万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5468,影酷 2022款 混动 2.0ATK 双子星版,14.98万,油电混合,紧凑型SUV,前驱,182Ps,N/A,N/A,N/A
5468,影酷 2022款 混动 2.0ATK 双子星Pro版,15.98万,油电混合,紧凑型SUV,前驱,182Ps,N/A,N/A,N/A
5468,影酷 2022款 混动 2.0ATK 双子星Max版,16.98万,油电混合,紧凑型SUV,前驱,182Ps,N/A,N/A,N/A
5472,合创V09 2023款 豪华版620,31.88万,纯电动,中大型MPV,前驱,275Ps,95.16,N/A,620km
5472,合创V09 2023款 尊荣版 620,34.88万,纯电动,中大型MPV,前驱,275Ps,95.16,N/A,620km
5472,合创V09 2023款 尊荣版超充620,36.88万,纯电动,中大型MPV,前驱,275Ps,92,N/A,620km
5472,合创V09 2023款 尊荣版762,37.38万,纯电动,中大型MPV,前驱,275Ps,114.19,N/A,762km
5472,合创V09 2023款  旗舰版762,43.88万,纯电动,中大型MPV,前驱,275Ps,114.19,N/A,762km
5474,瑞风E3 2025款 液冷精英版,16.49万,纯电动,紧凑型MPV,后置后驱,177Ps,76.5,N/A,450km
5474,瑞风E3 2025款 液冷尊享版,16.99万,纯电动,紧凑型MPV,后置后驱,177Ps,76.5,N/A,450km
5474,瑞风E3 2025款 液冷行政版,19.99万,纯电动,紧凑型MPV,后置后驱,177Ps,76.5,N/A,450km
5474,瑞风E3 2024款 商贸精英版,13.99万,纯电动,紧凑型MPV,后置后驱,177Ps,41.86,N/A,252km
5474,瑞风E3 2024款 商贸尊享版,14.79万,纯电动,紧凑型MPV,后置后驱,177Ps,41.86,N/A,252km
5474,瑞风E3 2024款 精英版,17.48万,纯电动,紧凑型MPV,后置后驱,177Ps,70.56,N/A,415km
5474,瑞风E3 2023款 换电精英版,17.48万,纯电动,紧凑型MPV,后置后驱,177Ps,59.08,N/A,332km
5474,瑞风E3 2023款 换电尊享版,17.98万,纯电动,紧凑型MPV,后置后驱,177Ps,59.08,N/A,332km
5474,瑞风E3 2023款 尊享版,17.98万,纯电动,紧凑型MPV,后置后驱,177Ps,70.56,N/A,415km
5474,瑞风E3 2022款 公务版,18.98万,纯电动,紧凑型MPV,后置后驱,204Ps,75.2,N/A,415km
5474,瑞风E3 2022款 行政版,20.88万,纯电动,紧凑型MPV,后置后驱,204Ps,75.2,N/A,415km
5503,哈弗H6 PHEV 2022款 1.5T DHT-PHEV 55km 悦行版,15.98万,插电式混合动力,紧凑型SUV,前驱,177Ps,9.4,N/A,N/A
5503,哈弗H6 PHEV 2022款 1.5T DHT-PHEV 110km 悦行版,16.98万,插电式混合动力,紧凑型SUV,前驱,177Ps,19.9,N/A,N/A
5503,哈弗H6 PHEV 2022款 1.5T DHT-PHEV 110km 畅行版,17.38万,插电式混合动力,紧凑型SUV,前驱,177Ps,19.9,N/A,N/A
5557,皓极 2025款 马赫动力 1.5T 豪华型,12.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5557,皓极 2025款 马赫动力 1.5T 尊贵型,13.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5557,皓极 2024款 马赫动力 1.5T 豪华型,12.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5557,皓极 2024款 马赫动力 1.5T 尊贵型,13.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5557,皓极 2022款 马赫双擎 1.5T MHD 敢梦版,13.99万,油电混合,紧凑型SUV,前驱,177Ps,N/A,N/A,N/A
5557,皓极 2022款 马赫双擎 1.5T MHD 敢创版,14.69万,油电混合,紧凑型SUV,前驱,177Ps,N/A,N/A,N/A
5561,北京BJ60 2023款 2.0T柴油 自动千里版五座,26.48万,48V轻混系统,中大型SUV,N/A,N/A,N/A,N/A,N/A
5561,北京BJ60 2023款 2.0T柴油 自动千里版七座,27.08万,48V轻混系统,中大型SUV,N/A,N/A,N/A,N/A,N/A
5561,北京BJ60 2022款 2.0T 自动周末版五座,23.98万,48V轻混系统,中大型SUV,N/A,N/A,N/A,N/A,N/A
5561,北京BJ60 2022款 2.0T 自动五一版五座,25.98万,48V轻混系统,中大型SUV,N/A,N/A,N/A,N/A,N/A
5561,北京BJ60 2022款 2.0T 自动五一版七座,26.58万,48V轻混系统,中大型SUV,N/A,N/A,N/A,N/A,N/A
5561,北京BJ60 2022款 2.0T 自动十一版五座,27.98万,48V轻混系统,中大型SUV,N/A,N/A,N/A,N/A,N/A
5561,北京BJ60 2022款 2.0T 自动十一版七座,28.58万,48V轻混系统,中大型SUV,N/A,N/A,N/A,N/A,N/A
5563,捷途旅行者 2025款 2.0TD 四驱 星月女神,18.39万,汽油,紧凑型SUV,N/A,N/A,N/A,N/A,N/A
5563,捷途旅行者 2025款 2.0TD 四驱  20万纪念版,19.39万,汽油,紧凑型SUV,N/A,N/A,N/A,N/A,N/A
5563,捷途旅行者 2024款 2.0TD 四驱 银龙之翼,21.99万,汽油,紧凑型SUV,N/A,N/A,N/A,N/A,N/A
5563,捷途旅行者 2024款 2.0TD 四驱 和平精英战神版,23.99万,汽油,紧凑型SUV,N/A,N/A,N/A,N/A,N/A
5563,捷途旅行者 2024款 2.0TD 四驱 穿越PRO娱乐版,17.59万,汽油,紧凑型SUV,N/A,N/A,N/A,N/A,N/A
5563,捷途旅行者 2024款 2.0TD 四驱 穿越PRO+娱乐版,18.59万,汽油,紧凑型SUV,N/A,N/A,N/A,N/A,N/A
5563,捷途旅行者 2023款 1.5TD 两驱 发现,13.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5563,捷途旅行者 2023款 1.5TD 两驱 发现PRO,14.99万,汽油,紧凑型SUV,前驱,N/A,N/A,N/A,N/A
5563,捷途旅行者 2023款 2.0TD 四驱 穿越,15.99万,汽油,紧凑型SUV,N/A,N/A,N/A,N/A,N/A
